INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,C150_4,REGION
Galen College of Nursing-Louisville,Louisville,KY,40245,38.281333,-85.499039,0.6316,5
University of the Cumberlands,Williamsburg,KY,40769,36.737048,-84.161646,0.4624,5
Eastern Kentucky University,Richmond,KY,40475-3102,37.740845,-84.300796,0.4974,5
Georgetown College,Georgetown,KY,40324-1696,38.207615,-84.553767,0.4754,5
American National University-Pikeville,Pikeville,KY,41501-1520,37.472423,-82.528212,0.5,5
Kentucky Mountain Bible College,Jackson,KY,41339,37.603443,-83.438765,0.3571,5
Kentucky State University,Frankfort,KY,40601-2355,38.201427,-84.855402,0.2714,5
Kentucky Wesleyan College,Owensboro,KY,42301,37.744489,-87.119658,0.526,5
University of Kentucky,Lexington,KY,40506-0032,38.038911,-84.504747,0.6993,5
Kentucky Christian University,Grayson,KY,41143-1199,38.338805,-82.945561,0.3377,5
Lindsey Wilson College,Columbia,KY,42728-1223,37.101502,-85.299997,0.3808,5
University of Louisville,Louisville,KY,40292-0001,38.216862,-85.760412,0.6068,5
Midway University,Midway,KY,40347-1120,38.146126,-84.678142,0.4638,5
Morehead State University,Morehead,KY,40351,38.186768,-83.434021,0.4769,5
Murray State University,Murray,KY,42071-3318,36.612419,-88.323629,0.5953,5
Northern Kentucky University,Highland Heights,KY,41099,39.029714,-84.463483,0.4828,5
University of Pikeville,Pikeville,KY,41501,37.479232,-82.521063,0.3907,5
The Southern Baptist Theological Seminary,Louisville,KY,40280-0001,38.248216,-85.687649,0.4386,5
Spalding University,Louisville,KY,40203-2188,38.242407,-85.757725,0.5732,5
Sullivan University,Louisville,KY,40205,38.212824,-85.670489,0.3018,5
Thomas More University,Crestview Hills,KY,41017-3495,39.022963,-84.568923,0.4011,5
Transylvania University,Lexington,KY,40508-1797,38.052983,-84.493202,0.6975,5
Union College,Barbourville,KY,40906-1499,36.870875,-83.888477,0.3603,5
Western Kentucky University,Bowling Green,KY,42101-1000,36.985035,-86.456828,0.5367,5
Centenary College of Louisiana,Shreveport,LA,71104,32.483335,-93.730834,0.593,5
Dillard University,New Orleans,LA,70122,29.996587,-90.06464,0.451,5
Grambling State University,Grambling,LA,71245,32.523797,-92.713245,0.3234,5
Louisiana State University-Alexandria,Alexandria,LA,71302-9121,31.178616,-92.414409,0.3552,5
Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,70803-2750,30.414986,-91.178921,0.7096,5
Louisiana State University-Shreveport,Shreveport,LA,71115-2399,32.428465,-93.70561,0.3321,5
Louisiana Christian University,Pineville,LA,71359,31.324528,-92.425973,0.4128,5
Louisiana Tech University,Ruston,LA,71272,32.528297,-92.649963,0.5762,5
Loyola University New Orleans,New Orleans,LA,70118-6143,29.936141,-90.120417,0.6742,5
McNeese State University,Lake Charles,LA,70605,30.178187,-93.217222,0.5201,5
University of New Orleans,New Orleans,LA,70148,30.027704,-90.067142,0.4251,5
New Orleans Baptist Theological Seminary,New Orleans,LA,70126,30.004336,-90.043439,0.4074,5
Nicholls State University,Thibodaux,LA,70310,29.794486,-90.801571,0.5429,5
University of Louisiana at Monroe,Monroe,LA,71209-0000,32.527748,-92.07374,0.506,5
Northwestern State University of Louisiana,Natchitoches,LA,71497-0002,31.750666,-93.097797,0.4463,5
University of Holy Cross,New Orleans,LA,70131-7399,29.912003,-89.99445,0.3582,5
Franciscan Missionaries of Our Lady University,Baton Rouge,LA,70808,30.401379,-91.110587,0.5132,5
Saint Joseph Seminary College,St. Benedict,LA,70457,30.526778,-90.113621,0.4,5
Southeastern Louisiana University,Hammond,LA,70402,30.514652,-90.468676,0.448,5
Southern University and A & M College,Baton Rouge,LA,70813,30.524558,-91.190105,0.2845,5
Southern University at New Orleans,New Orleans,LA,70126,30.026162,-90.044912,0.1786,5
University of Louisiana at Lafayette,Lafayette,LA,70503,30.212191,-92.020165,0.52,5
Tulane University of Louisiana,New Orleans,LA,70118-5698,29.940069,-90.122144,0.8891,5
Xavier University of Louisiana,New Orleans,LA,70125-1098,29.964162,-90.107307,0.5021,5
College of the Atlantic,Bar Harbor,ME,04609,44.395258,-68.221517,0.6923,1
Bates College,Lewiston,ME,04240,44.105299,-70.203333,0.9059,1
Beal University,Bangor,ME,04401,44.786465,-68.785428,0.3415,1
Bowdoin College,Brunswick,ME,04011,43.907134,-69.963942,0.956,1
Maine College of Health Professions,Lewiston,ME,04240,44.100458,-70.21732,0.8333,1
Colby College,Waterville,ME,04901-8840,44.564211,-69.66337,0.9022,1
University of Maine at Augusta,Augusta,ME,04330-9410,44.337746,-69.796396,0.2328,1
University of Maine at Farmington,Farmington,ME,04938-9978,44.666911,-70.147121,0.5275,1
University of Maine at Fort Kent,Fort Kent,ME,04743-1292,47.250389,-68.589319,0.3984,1
University of Maine,Orono,ME,04469,44.899257,-68.669332,0.5643,1
Maine Maritime Academy,Castine,ME,04420-0001,44.389654,-68.804347,0.6141,1
University of Maine at Presque Isle,Presque Isle,ME,04769-2888,46.672285,-68.016343,0.3766,1
University of New England,Biddeford,ME,04005-9599,43.458591,-70.38535,0.6083,1
Maine College of Art & Design,Portland,ME,04101-3494,43.655743,-70.261015,0.4874,1
Saint Joseph's College of Maine,Standish,ME,04084-5263,43.826314,-70.483373,0.6855,1
University of Southern Maine,Portland,ME,04103,43.662863,-70.274247,0.4634,1
Thomas College,Waterville,ME,04901-5097,44.524909,-69.664734,0.5136,1
Unity Environmental University,New Gloucester,ME,04260,43.905745,-70.257277,0.5698,1
University of Baltimore,Baltimore,MD,21201-5720,39.305834,-76.616591,0.4673,2
Bowie State University,Bowie,MD,20715-9465,39.018185,-76.759721,0.3814,2
Capitol Technology University,Laurel,MD,20708,39.046673,-76.850231,0.4667,2
Washington Adventist University,Takoma Park,MD,20912,38.986349,-77.000608,0.4,2
Coppin State University,Baltimore,MD,21216-3698,39.311258,-76.658687,0.2559,2
Frostburg State University,Frostburg,MD,21532-1099,39.650918,-78.934293,0.5207,2
Goucher College,Baltimore,MD,21204-2794,39.410175,-76.594843,0.6,2
Hood College,Frederick,MD,21701,39.420631,-77.419049,0.5529,2
Johns Hopkins University,Baltimore,MD,21218-2688,39.328977,-76.621595,0.9463,2
Loyola University Maryland,Baltimore,MD,21210-2699,39.346358,-76.621872,0.8049,2
University of Maryland Global Campus,Adelphi,MD,20783-8010,38.912706,-76.847584,0.2958,2
University of Maryland-Baltimore County,Baltimore,MD,21250,39.256686,-76.711607,0.7055,2
University of Maryland-College Park,College Park,MD,20742,38.988178,-76.944721,0.8862,2
Maryland Institute College of Art,Baltimore,MD,21217-4134,39.308792,-76.621033,0.7133,2
University of Maryland Eastern Shore,Princess Anne,MD,21853-1299,38.207386,-75.686852,0.3464,2
Morgan State University,Baltimore,MD,21251-0001,39.344161,-76.585565,0.4161,2
Mount St. Mary's University,Emmitsburg,MD,21727-7799,39.681705,-77.351887,0.5802,2
Ner Israel Rabbinical College,Baltimore,MD,21208,39.388021,-76.753526,0.439,2
Notre Dame of Maryland University,Baltimore,MD,21210-2476,39.350612,-76.619739,0.5195,2
Salisbury University,Salisbury,MD,21801-6862,38.34648,-75.604815,0.6745,2
St. Mary's College of Maryland,St. Mary's City,MD,20686,38.188047,-76.430994,0.6804,2
St. John's College,Annapolis,MD,21401,38.981598,-76.491359,0.6741,2
Towson University,Towson,MD,21252-0001,39.393622,-76.611164,0.6762,2
United States Naval Academy,Annapolis,MD,21402-1300,38.980507,-76.481692,0.9185,0
Stevenson University,Owings Mills,MD,21117,39.426413,-76.775809,0.6642,2
Washington College,Chestertown,MD,21620-1438,39.217329,-76.06878,0.7411,2
McDaniel College,Westminster,MD,21157,39.584231,-77.001992,0.6376,2
Hult International Business School,Cambridge,MA,02141,42.369968,-71.070645,0.6582,1
American International College,Springfield,MA,01109,42.112346,-72.558338,0.4228,1
Amherst College,Amherst,MA,01002-5000,42.372459,-72.518493,0.9342,1
Anna Maria College,Paxton,MA,01612-1198,42.330542,-71.91896,0.4044,1
Assumption University,Worcester,MA,01609-1296,42.294226,-71.828991,0.7459,1
Babson College,Wellesley,MA,02457-0310,42.297017,-71.264057,0.9236,1
Boston Baptist College,Boston,MA,02136-4030,42.254037,-71.1103,0.4444,1
Bay Path University,Longmeadow,MA,01106,42.055088,-72.583382,0.5694,1
Bentley University,Waltham,MA,02452-4705,42.385995,-71.222839,0.8821,1
Berklee College of Music,Boston,MA,02215,42.346646,-71.089405,0.6635,1
Boston Architectural College,Boston,MA,02115-2703,42.348467,-71.085786,0.3846,1
Boston College,Chestnut Hill,MA,02467,42.336213,-71.169242,0.9099,1
Boston University,Boston,MA,02215,42.351118,-71.107942,0.8997,1
Brandeis University,Waltham,MA,02454-9110,42.365727,-71.260155,0.8611,1
Bridgewater State University,Bridgewater,MA,02325,41.98749,-70.974553,0.5461,1
Cambridge College,Boston,MA,02129,42.381091,-71.072646,0.125,1
Clark University,Worcester,MA,01610-1477,42.249987,-71.823356,0.7712,1
Curry College,Milton,MA,02186-2395,42.238061,-71.116539,0.4825,1
Dean College,Franklin,MA,02038-1941,42.085634,-71.397813,0.4317,1
Eastern Nazarene College,Quincy,MA,02170-2999,42.271228,-71.011079,0.3529,1
Emerson College,Boston,MA,02116-4624,42.352202,-71.065384,0.7927,1
Emmanuel College,Boston,MA,02115,42.340602,-71.103634,0.6582,1
Endicott College,Beverly,MA,01915,42.553296,-70.840847,0.7543,1
Fisher College,Boston,MA,02116,42.355253,-71.074125,0.2844,1
Fitchburg State University,Fitchburg,MA,01420-2697,42.588298,-71.789666,0.5273,1
Framingham State University,Framingham,MA,01701-9101,42.297116,-71.437565,0.4954,1
Benjamin Franklin Cummings Institute of Technology,Boston,MA,02116,42.346023,-71.070231,0.4716,1
Gordon College,Wenham,MA,01984,42.590567,-70.82151,0.6763,1
Hampshire College,Amherst,MA,01002-5001,42.325852,-72.531469,0.5723,1
Harvard University,Cambridge,MA,02138,42.374471,-71.118313,0.9733,1
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,02445-7415,42.317018,-71.129418,0.4444,1
College of the Holy Cross,Worcester,MA,01610-2395,42.23752,-71.808214,0.8961,1
Lasell University,Newton,MA,02466,42.342148,-71.24347,0.5317,1
Lesley University,Cambridge,MA,02138-2790,42.38012,-71.117303,0.6174,1
Longy School of Music of Bard College,Cambridge,MA,02138,42.378657,-71.123479,0.4444,1
University of Massachusetts-Lowell,Lowell,MA,01854,42.652864,-71.326809,0.701,1
University of Massachusetts-Amherst,Amherst,MA,01003,42.385999,-72.526728,0.8316,1
University of Massachusetts-Boston,Boston,MA,02125-3393,42.312881,-71.036865,0.5115,1
MCPHS University,Boston,MA,02115-5896,42.336825,-71.101244,0.6332,1
Massachusetts College of Art and Design,Boston,MA,02115-5882,42.336862,-71.099275,0.6919,1
Massachusetts Institute of Technology,Cambridge,MA,02139-4307,42.359243,-71.093226,0.9608,1
Massachusetts Maritime Academy,Buzzards Bay,MA,02532-1803,41.739072,-70.624084,0.7912,1
Merrimack College,North Andover,MA,01845,42.668344,-71.124216,0.7213,1
Montserrat College of Art,Beverly,MA,01915-4508,42.550212,-70.876131,0.6154,1
Mount Holyoke College,South Hadley,MA,01075-1489,42.25489,-72.573916,0.8504,1
The New England Conservatory of Music,Boston,MA,02115-5018,42.340946,-71.08629,0.7778,1
Nichols College,Dudley,MA,01571-5000,42.044033,-71.930283,0.6364,1
Massachusetts College of Liberal Arts,North Adams,MA,01247-4100,42.691361,-73.102817,0.4913,1
Northeastern University,Boston,MA,02115-5005,42.339992,-71.088782,0.9038,1
College of Our Lady of the Elms,Chicopee,MA,01013,42.141781,-72.60154,0.6474,1
Quincy College,Quincy,MA,02169,42.252416,-71.003476,0.1663,1
Regis College,Weston,MA,02493-1571,42.351291,-71.310561,0.6949,1
Salem State University,Salem,MA,01970,42.503575,-70.890234,0.5499,1
Simmons University,Boston,MA,02115-5898,42.3393,-71.099967,0.7125,1
Bard College at Simon's Rock,Great Barrington,MA,01230-9702,42.208803,-73.379201,0.5417,1
Smith College,Northampton,MA,01063,42.318111,-72.638097,0.8966,1
Springfield College,Springfield,MA,01109-3797,42.1022,-72.556647,0.6763,1
University of Massachusetts-Dartmouth,North Dartmouth,MA,02747-2300,41.62869,-71.004552,0.4897,1
Stonehill College,Easton,MA,02357-6110,42.05905,-71.080632,0.8081,1
Suffolk University,Boston,MA,02108-3901,42.357945,-71.060917,0.5985,1
Tufts University,Medford,MA,02155-5555,42.40855,-71.118293,0.9333,1
Wellesley College,Wellesley,MA,02481-8203,42.291554,-71.306605,0.9121,1
Wentworth Institute of Technology,Boston,MA,02115,42.336632,-71.094983,0.6863,1
Western New England University,Springfield,MA,01119-2684,42.115017,-72.520466,0.6389,1
Westfield State University,Westfield,MA,01086-1630,42.132698,-72.796503,0.5486,1
Wheaton College (Massachusetts),Norton,MA,02766-2322,41.966637,-71.183979,0.757,1
Williams College,Williamstown,MA,01267,42.712725,-73.203132,0.9655,1
Worcester Polytechnic Institute,Worcester,MA,01609-2280,42.274853,-71.808339,0.8843,1
Worcester State University,Worcester,MA,01602-2597,42.267526,-71.844018,0.5551,1
Adrian College,Adrian,MI,49221-2575,41.898591,-84.061481,0.5595,3
Albion College,Albion,MI,49224,42.245049,-84.745639,0.5709,3
Alma College,Alma,MI,48801-1599,43.38004,-84.672053,0.6373,3
Alpena Community College,Alpena,MI,49707,45.081647,-83.445069,0.502,3
Andrews University,Berrien Springs,MI,49104,41.963859,-86.355815,0.6593,3
Aquinas College,Grand Rapids,MI,49506-1801,42.96019,-85.628785,0.625,3
Baker College,Owosso,MI,48867,42.984804,-84.172404,0.3133,3
Calvin University,Grand Rapids,MI,49546,42.929916,-85.587548,0.7736,3
Central Michigan University,Mount Pleasant,MI,48859,43.591203,-84.77525,0.6184,3
Cleary University,Howell,MI,48843,42.586638,-83.879987,0.3939,3
Concordia University Ann Arbor,Ann Arbor,MI,48105,42.273157,-83.68268,0.5,3
College for Creative Studies,Detroit,MI,48202,42.361839,-83.062352,0.6962,3
Davenport University,Grand Rapids,MI,49512-9396,42.850013,-85.533519,0.4952,3
University of Detroit Mercy,Detroit,MI,48221-3038,42.414222,-83.139158,0.681,3
Eastern Michigan University,Ypsilanti,MI,48197,42.251675,-83.627443,0.4549,3
Ferris State University,Big Rapids,MI,49307-2251,43.687724,-85.481925,0.4787,3
Kettering University,Flint,MI,48504-6214,43.012468,-83.71282,0.7054,3
Grace Christian University,Wyoming,MI,49509,42.919541,-85.692077,0.4286,3
Cornerstone University,Grand Rapids,MI,49525-5897,42.979966,-85.595328,0.6157,3
Grand Valley State University,Allendale,MI,49401-9403,42.963001,-85.889826,0.6865,3
Great Lakes Christian College,Lansing,MI,48917-1299,42.754249,-84.638714,0.2593,3
Henry Ford College,Dearborn,MI,48128-1495,42.324639,-83.236056,0.1063,3
Hillsdale College,Hillsdale,MI,49242,41.933682,-84.633195,0.8482,3
Hope College,Holland,MI,49423-9000,42.787247,-86.100971,0.8226,3
Jackson College,Jackson,MI,49201-8399,42.16483,-84.403942,0.1738,3
Kalamazoo College,Kalamazoo,MI,49006-3295,42.290789,-85.601857,0.817,3
Lake Superior State University,Sault Ste Marie,MI,49783,46.492849,-84.365573,0.5694,3
Lawrence Technological University,Southfield,MI,48075-1058,42.474072,-83.25003,0.6257,3
Madonna University,Livonia,MI,48150-1176,42.384323,-83.404722,0.5815,3
Rochester University,Rochester Hills,MI,48307,42.667521,-83.144959,0.414,3
University of Michigan-Ann Arbor,Ann Arbor,MI,48109,42.278374,-83.73481,0.9322,3
Michigan State University,East Lansing,MI,48824-1046,42.73212,-84.476111,0.8217,3
Michigan Technological University,Houghton,MI,49931-1295,47.11866,-88.548092,0.6872,3
University of Michigan-Dearborn,Dearborn,MI,48128-1491,42.317287,-83.231417,0.5655,3
University of Michigan-Flint,Flint,MI,48502-1950,43.01875,-83.690276,0.4456,3
Northern Michigan University,Marquette,MI,49855-5301,46.559751,-87.406568,0.5084,3
Northwestern Michigan College,Traverse City,MI,49686,44.765436,-85.585517,0.2489,3
Northwood University,Midland,MI,48640-2398,43.628717,-84.27682,0.6107,3
Oakland University,Rochester Hills,MI,48309-4401,42.674573,-83.216418,0.5694,3
The University of Olivet,Olivet,MI,49076,42.442891,-84.923891,0.3704,3
Kuyper College,Grand Rapids,MI,49525-9781,43.02195,-85.592657,0.5357,3
Sacred Heart Major Seminary,Detroit,MI,48206-1799,42.375248,-83.111682,0.6667,3
Saginaw Valley State University,University Center,MI,48710,43.51176,-83.964273,0.5382,3
Schoolcraft Community College District,Livonia,MI,48152-2696,42.419279,-83.430958,0.153,3
Siena Heights University,Adrian,MI,49221,41.905624,-84.018841,0.5111,3
Spring Arbor University,Spring Arbor,MI,49283-9799,42.206568,-84.556074,0.5985,3
Wayne State University,Detroit,MI,48202,42.358994,-83.068998,0.5651,3
Western Michigan University,Kalamazoo,MI,49008-5200,42.282194,-85.613759,0.5777,3
Academy College,Bloomington,MN,55431-1411,44.855722,-93.299809,1.0,4
Augsburg University,Minneapolis,MN,55454,44.966307,-93.240436,0.5244,4
Bemidji State University,Bemidji,MN,56601,47.482341,-94.874119,0.534,4
Bethany Lutheran College,Mankato,MN,56001,44.166649,-93.990805,0.5956,4
Bethel University,Saint Paul,MN,55112,45.057655,-93.161663,0.7522,4
Carleton College,Northfield,MN,55057,44.462318,-93.154666,0.9119,4
Concordia College at Moorhead,Moorhead,MN,56562,46.862482,-96.76749,0.7183,4
Concordia University-Saint Paul,Saint Paul,MN,55104-5494,44.949759,-93.154861,0.5878,4
Martin Luther College,New Ulm,MN,56073-3965,44.30526,-94.472326,0.7143,4
Gustavus Adolphus College,Saint Peter,MN,56082-1498,44.323626,-93.972196,0.7585,4
Hamline University,Saint Paul,MN,55104-1284,44.966246,-93.164479,0.5771,4
Macalester College,Saint Paul,MN,55105-1899,44.938565,-93.168053,0.9041,4
Minnesota State University-Mankato,Mankato,MN,56001,44.146712,-93.99945,0.5411,4
Metropolitan State University,Saint Paul,MN,55106-5000,44.957256,-93.074361,0.3837,4
University of Minnesota-Twin Cities,Minneapolis,MN,55455-0213,44.972851,-93.235464,0.8482,4
University of Minnesota-Crookston,Crookston,MN,56716-5001,47.802536,-96.606188,0.4973,4
Minneapolis College of Art and Design,Minneapolis,MN,55404,44.956988,-93.274705,0.6917,4
Herzing University-Minneapolis,St. Louis Park,MN,55426,44.975225,-93.404863,0.7353,4
University of Minnesota-Duluth,Duluth,MN,55812,46.817126,-92.084385,0.6445,4
University of Minnesota-Morris,Morris,MN,56267,45.589775,-95.899729,0.6193,4
Minnesota State University Moorhead,Moorhead,MN,56563,46.867153,-96.759532,0.5464,4
North Central University,Minneapolis,MN,55404-1391,44.968625,-93.261511,0.6359,4
University of Northwestern-St Paul,Saint Paul,MN,55113-1598,45.033703,-93.167822,0.6837,4
Northwestern Health Sciences University,Bloomington,MN,55431,44.850963,-93.311222,1.0,4
Oak Hills Christian College,Bemidji,MN,56601-8834,47.425836,-94.901503,0.3077,4
College of Saint Benedict,Saint Joseph,MN,56374,45.561792,-94.319888,0.8304,4
Saint Cloud State University,Saint Cloud,MN,56301-4498,45.553227,-94.152657,0.4691,4
Saint Johns University,Collegeville,MN,56321,45.580075,-94.393621,0.757,4
Saint Mary's University of Minnesota,Winona,MN,55987-1399,44.044736,-91.695449,0.6767,4
St Olaf College,Northfield,MN,55057-1098,44.461529,-93.182039,0.835,4
Crown College,Saint Bonifacius,MN,55375-9001,44.885393,-93.743019,0.6434,4
The College of Saint Scholastica,Duluth,MN,55811-4199,46.816082,-92.106134,0.6299,4
University of St Thomas,Saint Paul,MN,55105-1078,44.943439,-93.188986,0.7517,4
St Catherine University,Saint Paul,MN,55105,44.924926,-93.183761,0.6513,4
Rasmussen University-Minnesota,St. Cloud,MN,56301-3713,45.548117,-94.206254,0.5322,4
Southwest Minnesota State University,Marshall,MN,56258-5468,44.45373,-95.759548,0.4407,4
Dunwoody College of Technology,Minneapolis,MN,55403-1192,44.97281,-93.290608,0.627,4
Winona State University,Winona,MN,55987-5838,44.046159,-91.643723,0.6089,4
Alcorn State University,Alcorn State,MS,39096-7500,31.877216,-91.142854,0.4615,5
Belhaven University,Jackson,MS,39202,32.318415,-90.169228,0.5113,5
Blue Mountain Christian University,Blue Mountain,MS,38610,34.67209,-89.02924,0.512,5
Delta State University,Cleveland,MS,38733,33.744745,-90.735365,0.4686,5
Jackson State University,Jackson,MS,39217,32.296105,-90.207405,0.3219,5
Millsaps College,Jackson,MS,39210-0001,32.322746,-90.179957,0.5546,5
University of Mississippi,University,MS,38677-1848,34.365529,-89.537434,0.6849,5
Mississippi University for Women,Columbus,MS,39701,33.493305,-88.418601,0.3779,5
Mississippi Valley State University,Itta Bena,MS,38941-1400,33.514142,-90.341274,0.2214,5
Mississippi College,Clinton,MS,39058,32.335515,-90.329821,0.6281,5
Mississippi State University,Mississippi State,MS,39762,33.454852,-88.790139,0.6291,5
Rust College,Holly Springs,MS,38635,34.776862,-89.446999,0.2695,5
Southeastern Baptist College,Laurel,MS,39440-9989,31.748512,-89.149373,1.0,5
University of Southern Mississippi,Hattiesburg,MS,39406-0001,31.32661,-89.331236,0.5058,5
Tougaloo College,Tougaloo,MS,39174,32.403014,-90.16076,0.3231,5
William Carey University,Hattiesburg,MS,39401,31.305264,-89.291815,0.4083,5
Avila University,Kansas City,MO,64145-1698,38.91339,-94.591758,0.4262,4
Mission University,Springfield,MO,65803-3498,37.239696,-93.284286,0.3824,4
Cox College,Springfield,MO,65802-1917,37.225116,-93.290233,1.0,4
Calvary University,Kansas City,MO,64147-1341,38.839578,-94.547927,0.5263,4
Central Christian College of the Bible,Moberly,MO,65270-1997,39.395963,-92.427259,0.4091,4
Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,65248-1198,39.150497,-92.685253,0.525,4
University of Central Missouri,Warrensburg,MO,64093,38.759111,-93.737428,0.494,4
Cleveland University-Kansas City,Overland Park,KS,66210,38.932019,-94.679076,0.3333,4
Columbia College,Columbia,MO,65216,38.957388,-92.326354,0.4567,4
Conception Seminary College,Conception,MO,64433-0502,40.24044,-94.682831,0.6429,4
Cottey College,Nevada,MO,64772,37.836127,-94.371311,0.6145,4
Culver-Stockton College,Canton,MO,63435-1299,40.128993,-91.529374,0.5017,4
Drury University,Springfield,MO,65802-3791,37.219681,-93.286192,0.6602,4
Evangel University,Springfield,MO,65802-2125,37.220956,-93.262614,0.648,4
Fontbonne University,Saint Louis,MO,63105-3098,38.642697,-90.315712,0.5683,4
Ozarks Technical Community College,Springfield,MO,65802,37.216479,-93.279985,0.319,4
Hannibal-LaGrange University,Hannibal,MO,63401,39.729015,-91.39094,0.4431,4
Harris-Stowe State University,Saint Louis,MO,63103-2136,38.631744,-90.224288,0.2741,4
Kansas City Art Institute,Kansas City,MO,64111-1874,39.046353,-94.583594,0.6491,4
Lincoln University,Jefferson City,MO,65101,38.564431,-92.166724,0.221,4
Lindenwood University,Saint Charles,MO,63301-1695,38.785425,-90.501286,0.5032,4
Logan University,Chesterfield,MO,63017,38.63133,-90.542333,0.0,4
Maryville University of Saint Louis,Saint Louis,MO,63141-7299,38.644774,-90.505998,0.7152,4
Midwestern Baptist Theological Seminary,Kansas City,MO,64118-4697,39.185691,-94.573185,0.7,4
Missouri Baptist University,Saint Louis,MO,63141-8698,38.641526,-90.462586,0.4819,4
Missouri Southern State University,Joplin,MO,64801-1595,37.095155,-94.461689,0.3833,4
Missouri Valley College,Marshall,MO,65340,39.108522,-93.190654,0.2448,4
Missouri Western State University,Saint Joseph,MO,64507,39.7575,-94.785643,0.398,4
University of Missouri-Columbia,Columbia,MO,65211,38.94531,-92.328843,0.7618,4
University of Missouri-Kansas City,Kansas City,MO,64110,39.034179,-94.582141,0.5589,4
Missouri University of Science and Technology,Rolla,MO,65409,37.953426,-91.775583,0.636,4
University of Missouri-St Louis,Saint Louis,MO,63121-4400,38.710312,-90.311091,0.5687,4
Truman State University,Kirksville,MO,63501-4221,40.188267,-92.581658,0.6839,4
Northwest Missouri State University,Maryville,MO,64468-6001,40.351692,-94.883339,0.575,4
Ozark Christian College,Joplin,MO,64801,37.103172,-94.510622,0.6792,4
College of the Ozarks,Point Lookout,MO,65726-0017,36.616019,-93.238174,0.6131,4
Park University,Parkville,MO,64152-3795,39.189256,-94.679041,0.2996,4
Stevens-The Institute of Business & Arts,Saint Louis,MO,63103,38.632917,-90.201157,0.8,4
Ranken Technical College,Saint Louis,MO,63113-2811,38.653303,-90.248465,0.5058,4
Rockhurst University,Kansas City,MO,64110-2561,39.032318,-94.573003,0.7558,4
Saint Louis University,Saint Louis,MO,63103-2097,38.636801,-90.2351,0.7975,4
University of Health Sciences and Pharmacy in St. Louis,Saint Louis,MO,63110-1088,38.636904,-90.260617,0.7547,4
Saint Louis Community College,Bridgeton,MO,63044,38.745678,-90.437078,0.1769,4
Southwest Baptist University,Bolivar,MO,65613-2596,37.602425,-93.407056,0.5121,4
Stephens College,Columbia,MO,65215,38.95204,-92.319204,0.4651,4
Southeast Missouri State University,Cape Girardeau,MO,63701,37.311107,-89.531187,0.5568,4
Missouri State University-Springfield,Springfield,MO,65897,37.199258,-93.281281,0.5733,4
Washington University in St Louis,Saint Louis,MO,63130-4899,38.647929,-90.310604,0.9445,4
Webster University,Saint Louis,MO,63119-3194,38.588875,-90.345151,0.6106,4
Westminster College,Fulton,MO,65251-1299,38.849354,-91.955273,0.5747,4
William Jewell College,Liberty,MO,64068-1896,39.247844,-94.413126,0.6162,4
William Woods University,Fulton,MO,65251-2388,38.860287,-91.950416,0.5699,4
Blackfeet Community College,Browning,MT,59417-0819,48.551927,-113.009387,0.0769,7
Carroll College,Helena,MT,59625-0002,46.600771,-112.040285,0.6633,7
Montana State University Billings,Billings,MT,59101-0298,45.796896,-108.523009,0.282,7
Aaniiih Nakoda College,Harlem,MT,59526,48.484196,-108.757816,0.3235,7
University of Providence,Great Falls,MT,59405-4996,47.490713,-111.270604,0.4674,7
Montana Technological University,Butte,MT,59701-8997,46.012868,-112.559511,0.5805,7
Montana State University,Bozeman,MT,59717,45.666726,-111.048812,0.5735,7
The University of Montana,Missoula,MT,59812,46.859312,-113.982912,0.4544,7
Montana State University-Northern,Havre,MT,59501,48.54149,-109.687806,0.4233,7
Rocky Mountain College,Billings,MT,59102-1796,45.796522,-108.554075,0.4675,7
Salish Kootenai College,Pablo,MT,59855,47.598592,-114.111635,0.3521,7
The University of Montana-Western,Dillon,MT,59725-3598,45.208306,-112.639264,0.4945,7
Bellevue University,Bellevue,NE,68005-3098,41.150225,-95.91764,0.5588,4
Clarkson College,Omaha,NE,68131-2739,41.259165,-95.974847,0.75,4
Bryan College of Health Sciences,Lincoln,NE,68506,40.796768,-96.651532,0.7547,4
Chadron State College,Chadron,NE,69337-2690,42.8199,-103.001615,0.3807,4
Concordia University-Nebraska,Seward,NE,68434-1556,40.914853,-97.089054,0.6408,4
Creighton University,Omaha,NE,68178,41.265361,-95.947811,0.8052,4
Doane University,Crete,NE,68333,40.622952,-96.950932,0.5585,4
Hastings College,Hastings,NE,68901,40.59025,-98.374403,0.5327,4
University of Nebraska at Kearney,Kearney,NE,68849-1212,40.701452,-99.098699,0.5975,4
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,68114-2852,41.265973,-96.048511,0.6667,4
Midland University,Fremont,NE,68025,41.43674,-96.488008,0.4321,4
University of Nebraska at Omaha,Omaha,NE,68182-0225,41.258769,-96.008516,0.475,4
Nebraska Indian Community College,Macy,NE,68039-0428,42.11677,-96.35176,0.1667,4
Nebraska Wesleyan University,Lincoln,NE,68504-2794,40.839098,-96.64831,0.6889,4
University of Nebraska-Lincoln,Lincoln,NE,68588-0419,40.817598,-96.700508,0.6585,4
